,author :,title :,journal :,year :
7809,"A.S.Andreenko, E.P.Khlybov, G.M.Kuz'micheva, I.E.Kostyleva, Yu.V.Esaulova,","Synthesis, crystal structure and properties of superconducting and non-superconducting RuSr2(Nd,Ce)2Cu2O10 phases","Physica C, 383(2003)315",2003.0
7810,"A.J.Batista-Leyva, E.Altshuler, L.Rivero, M.T.D.Orlando, R.Cobas,",The resistive transition of (Hg0.85Re0.15)(Ba1-ySry)2Ca2Cu3O8+z superconducting polycrystals,"Physica C, 383(2003)365",2003.0
7814,"A.Mumtaz, H.Bando, K.Oka, Y.Yamaguchi,",Vortex phase diagram for extremely underdoped Bi2.2Sr1.72La0.08CaCu2O8+z,"Physica C, 383(2003)445",2003.0
7821,"G.Li, L.Shi, S.J.Feng, X.-G.Li, X.D.Zhang,",Transport and magnetic resonance properties of Ru1-xSbxSr2Gd1.4Ce0.6Cu2O10-z,"Physica C, 383(2003)450-456",2003.0
7832,"M.Muralidhar, P.V.Reddy, R.R.Reddy, V.H.Babu,",The relationship between the porosity and elastic moduli of the Bi-Pb-2212 high-Tc superconductor,"Supercond.Sci.Technol., 8(1995)101-107",1995.0
7835,"C.Dong, G.Che, G.Liu, H.Chen, L.Liu, S.Jia, Y.Ni, Z.Zhao,",The properties of V-substituted La1.85Sr0.15CuO4+z superconductor,"Physica C, 384(2003)75-80",2003.0
7844,"C.Sulkowski, H.Misiorek, M.Matusiak, T.Plackowski,",Thermomagnetic properties of the overdoped La1.7Sr0.3CuO4 superconductor,"Physica C, 384(2003)237-246",2003.0
7845,"K.B.Reddy, P.V.Reddy, R.R.Reddy, V.N.Mulay,",Ultrasonic anomalies in Y-Ba-Cu-O high-Tc superconducting materials,"Mod.Phys.Lett. B, 7(1993)1457-1465",1993.0
7847,"G.A.Saunders, M.Cankurtaran,",Correlation between anomalous elastic behaviour under pressure and with temperature near 220K in YBa2Cu3O7-x,"Supercond.Sci.Technol., 5(1992)529-533",1992.0
7848,"K.Somaiah, P.V.Reddy, S.Shekar,",Elasticity studies of RE-Ba-Cu-O high-Tc superconductors,"Materials Lett., 21(1994)21-29",1994.0
7853,"K.Kurahashi, K.Yamada, M.Fujita, M.Matsuda, T.Uefuji,",Electron-doping effect on magnetic order and superconductivity in Nd2-xCexCuO4 single crystals,"Physica C, 378-381(2002)273-277",2002.0
7857,"I.Watanabe, K.Kawashima, K.Nagamine, K.Yamada, M.Fujita, S.Kuroshima, T.Kubo, T.Uefuji,",Magnetic and superconducting phase diagram of electron-doped Pr1-xLaCexCuO4,"Phys.Rev.B, 67(2003)014514",2003.0
7863,"M.L.Marquina, R.Escamilla, R.Gomez, R.Ridaura, T.Akachi, V.Marquina,",Effect of Fe substitution in the structure and superconducting properties of the (Y0.8Pr0.2)Ba2Cu4-xFexO8 system,"Physica C, 385(2003)373-382",2003.0
7869,"F.Zhou, J.W.Xiong, P.H.Hor, W.K.Chu, W.X.Ti, X.L.Dong, Z.H.Zhang, Z.X.Zhao,",Under-doped La2-xSrxCuO4 with x=0.063-0.125: TSFZ growth of high-quality crystals and anomalous doping dependences of superconducting properties,"Supercond.Sci.Technol., 16(2003)L7-L9",2003.0
7875,"Amlan Biswas, Hamza Balci, P.Fournier, R.L.Greene, V.N.Smolyaninova,",Magnetic-field dependence of electronic specific heat in Pr1.85Ce0.15CuO4,"Phys.Rev.B, 66(2002)174510",2002.0
7876,"G.V.M.Williams, Ho Keun Lee, S.Kramer,","Effect of Sn, Nb, and La substitution on superconductivity and magnetic order in RuSr2RCu2O8 (R=Eu,Gd)","Phys.Rev.B., 67(2003)104514",2003.0
7879,"J.N.Eckstein, L.Maritano, S.Oh, T.Di.Luccio, V.Lukic,",Complete substitution of Sr for Ca in Bi2Sr2+xCa1-xCu2O8+z,"Phys.Rev.B., 67(2003)092504",2003.0
7885,"C.Dong, G.Che, H.Xiong, S.Jia, Y.Ni, Y.Yao, Z.Liu, Z.Zhao,","The effect of Ca doping on the superconductivity of (R0.4Pr0.6)Ba2Cu3O7-z compounds prepared at high pressure (R=La,Pr,Nd,Sm,Eu,Gd and Y)","J.Phys.:Condens.Matter, 14(2002)10693",2002.0
7892,"D.P.Hai, F.Honda, G.Oomi, K.Kadowaki, S.Kamizawa, T.Eto,",The effect of pressure on the superconductivity and magnetism of RuSr2GdCu2O8,"J.Phys.:Condens.Matter, 14(2002)10747",2002.0
7893,"C.F.Yang, Y.Feng, Y.Zhao,","Structure and Superconductivity of (Bi,Pb,S)-1212 compound","Physica C, 386(2003)122",2003.0
7897,"Changjin Zhang, Yuheng Zhang,",Crystallographic evolution and superconductivity in the La1.85-xPrxSr0.15CuO4 system (0=,"J.Phys.:Condens.Matter, 14(2002)7383",2002.0
7903,"Changjin Zhang, Yuheng Zhang,",Effects of Fe doping of La1.85Sr0.15CuO4,"J.Phys.:Condens.Matter, 14(2002)9659",2002.0
7908,"C.J.van der beek, M.Gaifullin, M.Konczykowski, M.Li, P.Gierlowski, P.H.Kes, S.Colson, Y.Matsuda,",Vortex fluctuations in underdoped Bi2Sr2CaCu2O8+z crystals,"Phys.Rev.Lett., 90(2003)137002",2003.0
7909,"J.Shimoyama, K.Kishio, M.B.Gaifullin, N.Chikumoto, Y.Matsuda,",Abrupt change of Josephson plasma frequency at the phase boundary of the Bragg glass in Bi2Sr2CaCu2O8+z,"Phys.Rev.Lett., 84(2000)2945",2000.0
7910,"A.Shengelaya, E.Morenzoni, H.Keller, I.M.Savic, K.Conder, R.Khasanov,",The oxygen-isotope effect on the in-plane penetration depth in underdoped Y1-xPrxBa2Cu3O7-z as revealed by muon-spin rotation,"J.Phys.:Condens.Matter, 15(2003)L17",2003.0
7912,"K.Yoshida, T.Harada,",Pr and Ca co-doping effects on the flux pinning properties in (Y1-x-yPrxCay)Ba2Cu3O7-z,"Physica C, 387(2003)411",2003.0
7928,"B.Liu, C.Zhang, G.Xu, J.Zhang, Q.Pu, Y.Zhang, Z.Ding,",Different Tc-suppression rates between Mn doped La214 and Bi2201 systems,"Physica C, 390(2003)75",2003.0
7931,"A.Poddar, B.Bandyopadhyay, B.Chattopadhyay,",Effects of Co-substitution on superconductivity and transport in Tl2Ba2Ca1-xYx(Cu1-yCoy)2O8+z,"Physica C, 390(2003)120",2003.0
7957,"G.Cao, J.H.Ross Jr., X.Xiong, Y.Li, Y.Liu, Z.Yin,","Preparation and properties of (Y,Eu)-123 superconducting single crystals","Physica C, 390(2003)254",2003.0
7963,"I.Terasaki, T.Kitajima, T.Takayanagi, T.Takemura,",Anisotropic resistivity of the antiferromagnetic insulator Bi2Sr2ErCu2O8,"J.Phys.: Condens.Matter, 11(1999)3169",2003.0
7965,"A.Fujimori, I.Terasaki, N.Harima, T.Sugaya,","Chemical potential shift in lightly doped to overdoped Bi2Sr2Ca1-xRxCu2O8+y (R=Pr, Er)","Phys.Rev.B, 67(2003)172501",2003.0
7969,"E.Takayama-Muromachi, T.Kawashima, V.P.S.Awana,",Bulk superconductivity in Ru0.9Sr2YCu2.1O7.9,"Phys.Rev.B, 67(2003)172502",2003.0
7970,"S.Komiya, X.F.Sun, Y.Ando,",Heat transport of La2-yEuyCuO4 and La1.88-yEuySr0.12CuO4 single crystals,"Phys.Rev.B, 67(2003)184512",2003.0
7971,"K.Yoshida, T.Harada,","The e?ect of rare-earth substitution at the Ba site on the ?ux pinning properties of Y(Ba2-xRx)Cu3O7-d (for R = La,Pr,and Nd)","Physica C, 391(2003)1",2003.0
7973,"K.Yashida, T.Harada, T.Kawakami,",E?ects of Pr-doping on the pinning properties in YbBa2Cu3O7-d,"Physica C, 391(2003)8",2003.0
7983,"D.P.Hai, I.Kakeya, K.Kadowaki, M.Furuyama, S.Kamisawa, T.Mochiku,","Ferromagnetism and superconductivity in RuSr2RCu2O8 (R = Sm, Eu, Gd)","Physica C, 357-360(2001)406",2001.0
7986,"A.Hu, C.Artini, G.A.Costa, M.Murakami, N.Chikumoto, P.Mele, R.Masini,","Synthesis and superconductive characterisation of RuSr2NdxGd1-xCu2O8 compounds (x = 0, 0.09, 0.18, 0.35)","Physica C, 391(2003)49",2003.0
7989,"A.P.B.Sinha, B.L.Ramakrishna, D.E.Morris, G.J.Auchterlonie, J.C.Barry, Z.Iqbal,",High-pressure oxygen-induced bulk superconductivity in 1222 structure Tl-Pb-Sr-Eu(Ce)-Cu-O,"J.Appl.Phys., 70(1991)2234",1991.0
7990,"FUJIO IZUMI, H.YAMAUCHI, HAJIME ASANO, NAOMICHI SAKAI, SHOJI TANAKA, TAKAHIRO WADA, TOSHIHIKO MAEDA,","STRUCTURAL PROPERTIES OF (PB,CU)(SR,ND)2(HO,CE)2CU2O9-Z","PHYSICA C,193(1992)73",1992.0
7991,"C.Dong, C.Wang, Fei Wu, G.Rao, H.Chen, J.Liang, J.Min,",Crystal structure and superconductivity of new Pb-based 1222 cuprate (Pb0.5Cd0.5)(Sr0.9Eu0.1)2(Eu0.7Ce0.3)2Cu2O9+z,"J.Phys.:Condens.Matter, 7(1995)5975",1995.0
7993,"J.Takeda, M.Sato, T.Inukai,",Electronic specific heat of La2-x-zNdzSrxCu1-yZnyO4 up to room temperature,"J.Phys.Soc.Jpn, 69(2000)2917",2000.0
7996,"I.Gameson, K.L.Moran, N.C.Hyatt, R.Dupree,","Synthesis, structure and superconducting properties of the (Hg0.65V0.35)Sr2(Nd1-ySry)Cu2O6+z system","Physica C, 391(2003)160",2003.0
7999,"C.M.Thaker, D.C.Kundaliya, D.G.Kuberkar, D.S.Rana, K.Mavani, R.G.Kulkarni, S.K.Malik, S.Rayaprol,","Effect of Mo-substitution on superconductivity, flux pinning and critical currents of La1.5Nd0.5Ca1Ba2Cu5Oz","Physica C, 391(2003)237",2003.0
8004,"A.Abakumov, D.A.Pavlov, E.V.Antipov, I.Bryntse, K.Luders, M.Baenitz, P.Schilbe,","Irreversibility ?elds of the high-Tc superconductors Hg-1212 and (Hg,Tl)-1212","Physica C, 391(2003)298",2003.0
8006,"H.Mikuni, I.Watanabe, K.Nagamine, S.Yairi, T.Adachi, Y.Koike,","1/8 anomaly in the excess-oxygen-doped La2-xAxCuO4+z (A = Nd, Bi, Pr)","J.Low Temp.Phys., 131(2003)837",2003.0
8016,"C.Zhang, Y.Zhang,",Magnetic states in La1.85-2xSr0.15+2xCu1-xMnxO4 (0=,"Phys.Rev.B, 68(2003)54512",2003.0
8021,"B. Revaz, B.Revaz, Ch. Renner, Ch.Renner, F.Fischer, J.-Y. Genoud, J.-Y.Genoud, K. Kadowaki, K.Kadowaki, O. Fischer,",Pseudogap Precursor of the Superconducting Gap in Under-and Overdoped Bi2Sr2CaCu2O8+delta,"Phys.Rev.Lett.,80(1998)149-152",1998.0
8025,"A.Gantis, D.Lampakis, D.Palles, E.Liarokapis, M.Calamiotou,",Phase formation and lattice strain in superconducting compound Y1-xLaxBa2Cu3Oy (0=,"Phys.Rev.B, 68(2003)64502",2003.0
8036,"E.Galstyan, I.Felner,",Competition of superconductivity and magnetism in MoSr2R1.5Ce0.5Cu2O10-z (R=rare earth),"Phys.Rev.B, 68(2003)64507",2003.0
8038,"A.C.MacLaughlin, C.Bernhard, J.E.McCrone, J.L.Tallon, J.P.Attfield, J.R.Cooper,",Magnetotransport properties of doped RuSr2GdCu2O8,"Phys.Rev.B, 68(2003)64514",2003.0
8048,"P.Fournier, R.L.Greene,",Doping dependence of the upper critical field of electron-doped Pr2-xCexCuO4 thin films,"Phys.Rev.B, 68(2003)94507",2003.0
8051,"J.-Q.Yan, J.-S.Zhou, J.B.Goodenough,",Thermal conductivity in the stripe-ordered phase of cuprates and nickelates,"Phys.Rev.B, 68(2003)104520",2003.0
8053,"M.Akhavan, M.R.Mohammadizadeh,",Pr at Gd or Ba site in GdBa2Cu3O7 : Appearance of superconductivity,"Phys.Rev.B, 68(2003)104516",2003.0
8060,"A.Lascialfari, F.Tedoldi, P.Ghigna,",Magnetic phase diagram of Nd1.85Ce0.15CuO4+z from magnetization and muon spin relaxation measurements,"Phys.Rev.B, 68(2003)104524",2003.0
8068,"E.Takayama-Muromachi, T.Kawashima,","High-pressure synthesis and physical properties of ruthenate-cuprates RuSr2LnCu2O8 (Ln=Y, Dy, Ho, Er)","Physica C, 398(2003)85",2003.0
8071,"Ada, E.Baggio-Saitovitch, I.Souza Azevedo, J.E.Musa, Lopez, S.Garcia Garcia,","<119>Sn Mossbauer spectroscopy in the magnetic superconductor (Ru, Sn)Sr2GdCu2O8","Phys.Rev.B, 68(2003)134516",2003.0
8072,"G.Li, L.Shi, S.J.Feng, X.-G.Li, X.J.Fan,","Structural, transport and magnetic properties of RuSr2Sm1.4Ce0.6Cu2O10-d","Physica C, 399(2003)69",2003.0
8074,"G.Che, H.Chen, K.Li, S.Jia, W.Huang, Y.Liu, Z.Zhao,",High-pressure synthesis of Fe0.5Cu0.5Ba2YCu2O7+d superconductors and in?uence of synthesis conditions on the lattice parameters and superconductivity,"Physica C, 399(2003)61",2003.0
8075,"J.Shimoyama, K.Kishio, K.Otzschi, T.Hinouchi,",Discovery of Superconductivity in Fe-Based Cuprates,"Physica C, 341(2000)563",2000.0
8076,"H.Fujii, J.Suzuki, K.Hirata, K.Kadowaki, M.Furuyama, N.Metoki, S.Kamisawa, T.Mochiku, Y.Hata, Y.Mihara,",Crystal Structure of Magnetic Superconductor FeSr2YCu2O6+z,"J.Phys.Soc.Jpn, 71(2002)790",2002.0
8077,"A.Hassen, A.Krimmel, A.Loidl, G.Ghosh, J.Hemberger, P.Choudhury, P.Mandal,","Transport and magnetic properties of Ru(Sr1-xLaxRCu2O8 (R=Gd, Eu) superconductor","Physica C, 398(2003)123",2003.0
8082,"G.Li, L.Shi, S.J.Feng, X.-G.Li, X.D.Zhang, Y.Pu,",Effect of Pb doping on the superconducting and magnetic resonance properties of Ru-1222,"Materials Lett., 57(2003)3919",2003.0
8085,"H.Fujii, I.Kakeya, J.Suzuki, K.Hirata, K.Kadowaki, K.Oikawa, T.Kamiyama, T.Mochiku, Y.Hata, Y.Nakano,","Atomic ordering in FeSr2LnCu2O6+z system (Ln = Nd, Y and Er)","Physica C, 400(2003)43-52",2003.0
8087,"A.S.Andreenko, A.Zalevski, G.M.Kuz'miicheva, I.E.Kostyleva, J.Warchulska,","Synthesis, structure, superconducting and magnetic properties of (Ru<5+>1-xMo<6+>x)(Sr,Gd)2(Gd0.7Ce<4+>0.3)2Cu2O10-z (x=0.0, 0.25, 0.50, 0.75, 1.0)","Physica C, 400(2003)7-18",2003.0
8089,"A.Hassen, A.Krimmel, A.Loidl, J.Hemberger,","Structural, transport and magnetic properties of Ru1-xMxSr2GdCu2O8 (M=Ti and Rh for 0=< x =<0.2)","Physica C, 400(2003)71-80",2003.0
8099,"Changjin Zhang, Li Lu, Liwei Liu, Yuheng Zhang,",Microstructure and the superconductivity in La2-x-ySrxNayCuO4 systems,"Phys.Rev.B, 68(2003)174505",2003.0
8104,"H.Kojima, H.Shimizu, K.Yoshida,","Multiple Magnetic Transitions in RuSr2R1.4Ce0.6Cu2O10 (R = Gd, Eu) from Magnetization and ESR Spectroscopy","J.Phys.Soc.Jpn, 72(2003)3254",2003.0
8108,"C.H.Wang, H.T.Zhang, L.Li, S.Y.Li, X.G.Luo, X.H.Chen, Y.M.Xiong,",Transport properties of Ru-doped La1.85Sr0.15CuO4 and the effect of carrier concentration compensation,J.Phys.:Condens.Matter 15(2003)1693,2003.0
8127,"H.Yamauchi, M.Karppinen, Y.Morita,",Superconductivity in CoSr2(Y1-xCax)Cu2O7+z,"Solid State Commun., 127(2003)493",2003.0
8135,"C.M.Thaker, D.G.Kuberkar, D.S.Rana, K.R.Mavani, Manglesh Dixit, S.Bhattacharya, S.Rayaprol,","Studies on La2-xPrxCayBa2Cu4+y (x = 0.1 - 0.5, y = 2x) type mixed oxide superconductors","Solid State Commun., 128(2003)97",2003.0
8140,"C.Dong, G.C.Che, H.Chen, S.L.Jia, Y.M.Ni, Z.A.Ren, Z.X.Zhao,","Fe0.5Cu0.5(Ba1-xSrx)2YCu2O7+z (x=0, 0.5, and 1) superconductors prepared by high-pressure synthesis","Phys.Rev.B, 69(2004)14507",2004.0
8146,"E.Galstyan, I.Felner,",Tuning the superconducting state in the magnetic MoSr2YCu2O8-z materials,"Phys.Rev.B, 69(2004)24512",2004.0
8148,"A.Shengelaya, D.G.Eshchenko, H.Kekker, I.Felner, I.M.Savic, K.A.Muller, R.Khasanov, U.Asaf,",Coexistence of magnetism and superconductivity in Eu1.4Ce0.6RuSr2Cu2O10 : A muon spin rotation and magnetization study,"Phys.Rev.B, 69(2004)24517",2004.0
8149,"P.Odier, P.Toulemonde,",Enhancement of Tc by Sr substitution for Ba in Hg-2212 superconductor,"Physica C, 402(2004)152",2004.0
8160,"H.S.Yang, J.Liu, L.Z.Cao, L.Zhang, M.D.Li, M.Yu, P.C.Li, Y.S.Chai,","Anomalous thermopower of the electron-doped superconductor, Sm2-xCexCuO4","Physica C, 403(2004)203",2004.0
8162,"F.S.Liu, G.B.Song, G.H.Rao, J.K.Liang, J.Luo, L.T.Yang, Q.L.Liu,",Effect of Co substitution on superconductivity and magnetic order in RuSr2GdCu2O8,"Physica C, 403(2004)177",2004.0
8165,"A.Forget, F.Maury, I.Mirebeau, J.A.Hodges, P.Bourges, Y.Sidis,","Long- and short-range magnetic order, charge transfer, and superconductivity in YBa2Cu3-xCoxO7","Phys.Rev.B, 69(2004)94506",2004.0
8171,"A.Tsukada, J.A.Skinta, M.Naito, Mun-Seog Kim, T.R.Lemberger,",Magnetic Penetration Depth Measurements of Pr2-xCexCuO4-z Films on Buffered Substrates: Evidence for a Nodeless Gap,"Phys.Rev.Lett., 91(2003)087001",2003.0
8179,"C.R.Wiebe, G.M.Luke, J.E.Sonier, K.F.Poon, P.Fournier, P.Kyriakou, R.I.Miller, R.L.Greene, R.Liang,",Superconductivity and Field-Induced Magnetism in Pr2-xCexCuO4 Single Crystals,"Phys.Rev.Lett., 91(2003)147002",2003.0
8180,"J.A.Skinta, M.Naito, Mun-Seog Kim, T.Greibe, T.R.Lemberger,",Evidence for a Transition in the Pairing Symmetry of the Electron-Doped Cuprates La2-xCexCuO4-y and Pr2-xCexCuO4-y,"Phys.Rev.Lett., 88(2002)207005",2002.0
8186,"J.D.Kokales, L.V.Mercaldo, P.Fournier, R.L.Greene, S.M.Anlage, V.V.Talanov,",Microwave Electrodynamics of the Electron-Doped Cuprate Superconductors Pr2-xCexCuO4-y and Nd2-xCexCuO4-y,"Physica C, 341-348(2000)1655",2000.0
8188,"J.A.Skinta, M.Naito, T.Greibe, T.R.Lemberger,",Evidence for a Nodeless Gap from the Superfluid Density of Optimally Doped Pr1.855Ce0.145CuO4-y Films,"Phys.Rev.Lett., 88(2002)207003",2002.0
8193,"H.Shibata, K.Kinoshita, T.Yamada,",Synthesis of superconducting T'-(La1-xCex)2CuO4,"Jpn.J.Appl.Phys., 33(1994)L168",1994.0
8194,"M.Hepp, M.Naito, T.Greibe,",Role of substrates in molecular beam epitaxy growth of superconducting T'-La2-xCexCuO4 films,"Physica C, 372(2002)1082",2002.0
8195,"M.Hepp, M.Naito,",Superconducting T'-La2-xCexCuO4 films grown by molecular beam epitaxy,"Physica C, 357(2001)333",2001.0
8196,"A.Sawa, H.Takagi, M.Kawasaki, Y.Tokura,",Electron-doped superconductor La2-xCexCuO4: Preparation of thin films and modified doping range for superconductivity,"Phys.Rev.B, 66(2002)14531",2002.0
8200,"B.K.Ma, J.K.Liang, Q.Y.Tu, X.L.Chen, Z.X.Zhao,",Superconductivity and magnetism of La2Cu1-xZnxO4+z chemically oxidized by NaClO,"Solid State Commun., 129(2004)75",2004.0
8203,"J.Hejtmanek, K.Knizek, N.Hudakova,",The infrared properties of Bi2Y0.1Sr1.9CaCu2O8+z superconductor,"Physica C, 406(2004)58",2004.0
8207,"A.Gupta, A.V.Nalikar, E.Takayama-Muromachi, H.Kishan, H.Yamauchi, M.Karppinen, S.K.Malik, T.Watanabe, V.Ganesan, V.P.S.Awana, W.B.Yelon,",Superconductivity with transition temperature up to 80 K for TbSr2Cu2.7Mo0.3O7+z,"Solid State Commun., 129(2004)117",2004.0
8209,"B.Khaykovich, B.L.Zink, C.D.Batista, F.Hellman, G.A.Jorge, L.Givale, M.A.Kastner, M.Jaime, R.J.Birgeneau, Y.S.Lee,",Thermodynamic properties of excess-oxygen-doped La2CuO4.11 near a simultaneous transition to superconductivity and long-range magnetic order,"Phys.Rev.B, 69(2004)174506",2004.0
8210,"I.Watanabe, K.Nagamine, K.Takahashi, S.Yairi, T.Adachi, Y.Koike,",Muon spin relaxation and magnetic susceptibility studies of the effects of nonmagnetic impurities on the Cu spin dynamics and superconductivity in La2-xSrxCu1-yZnyO4 around x=0.115,"Phys.Rev.B, 69(2004)184507",2004.0
8224,"E.Suard, P.Bordet, P.Odier, P.Toulemonde, S.Le Floch,",The effect of Sr substitution on superconductivity in Hg2(Ba1-ySry)2YCu2O8-z: I.A neutron powder diffraction study,"J.Phys.:Condens.Matter, 16(2004)4061",2004.0
8226,"D.A.Bustamante, G.J.C.Gonzalez, S.J.Flores, V.L.De Los Santos,",Preparation and characterization of the superconductor CaLaBaCu2.8(PO4)0.2O6.2 compound,"Physica C, 408(2004)44",2004.0
8227,"B.L.Willems, D.A.Bustamante, G.J.C.Gonzalez, V.H.Barinotto C., V.L.De Los Santos,",Preparation and characterization of the superconductor [Y0.8Ca0.2]SrBaCu2.8(BO3)0.2O6.4 compound,"Physica C, 408(2004)58",2004.0
8228,"C.Q.Jin, F.S.Liu, G.B.Song, G.H.Rao, J.K.Liang, J.Luo, L.T.Yang, Q.L.Liu, X.M.Feng,","A systematic study on the crystal structure and properties of RuSr2RCu2O8-z (R=Gd, Tb, Dy, Y, Ho, Er)","J.Solid State Chem., 177(2004)1072",2004.0
8230,"K.Rogacki,",Evidence for an interplay between superconductivity and antiferromagnetism of rare-earth ions in Gd1+xBa2-xCu3O7-z,"Phys.Rev.B, 68(2003)10050",2003.0
8234,"C.Dong, G.C.Che, G.D.Liu, H.Chen, L.H.Liu, S.L.Jia, W.W.Huang, Z.X.Zhao,",The doping effect of vanadium in La1.85Sr0.15CuO4+z and La2Cu1?xVxO4+z systems,"Supercond.Sci.Technol., 17(2004)23",2004.0
8238,"A.Iyo, K.Tokiwa, M.Hirai, T.Watanabe, Y.Tanaka,","Crystal growth of Ba2Can?1CunO2n(O,F)2 (n = 3 and 4) multi-layered superconductors under high pressure","Supercond.Sci.Technol., 17(2004)143",2004.0
8240,"Ashok Rao,",Influence of Zn doping on the thermal expansion of the high Tc superconductor Y1Ba2Cu3Oy,"J.Phys.:Condens.Matter, 16(2004)1439",2004.0
8247,"H.Kito, J.Itoh, T.Ishigaki, Y.Ogasawara,","Synthesis and structure refinements for (Ti,Cu)Sr2(RE0.8Ce0.2)2Cu2O10-z","Physica C, 412-414(2004)86",2004.0
8249,"G.C.Che, H.Chen, K.Q.Li, W.W.Huang, Y.H.Liu, Z.X.Zhao,","Structure, oxygen content and superconductivity of Fe0.5Cu0.5Ba2RCu2O7+z superconductors synthesized by high pressure","Physica C, 411(2004)47",2004.0
8257,"E.Kandyel,",Structural and superconducting properties of GaSr2YCu2O7 cuprate doped with cadmium,"Physica C, 415(2004)1",2004.0
8271,"G.V.M.Williams, H.K.Lee,",Effect of Nb doping on superconducting and magnetic properties of RuSr2(Gd1.5-yEuyCe0.5)Cu2Oz,"Physica C, 415(2004)172",2004.0
8273,"A. Ono, M. Tsutsumi,",Composition dependence of the critical temperature in superconducting Ga-1212 GaSr2Tm1-xCaxCu2O7,"Physica.C,271(1996)325-330",1996.0
8277,"Alexandre I. Rykov, Atsushi Goto, Hiroshi Yasuoka, Tutaka Ueda,",NMR and magnetic susceptibility in superconducting and antiferromagnetic Ga-based cuprates Y1-xCaxSr2Cu2GaO7 (0 %$ x %$ 0.3),"Physica.C.257,(1996)86-98",1996.0
8279,"H.YAMAUCHI, KOH-ICHI KUBO, SATOSHI TAKANO, SEIJI ADACHI,","SUPERCONDUCTIVITY IN GA-BASED ""1212""CUPRATES","PHYSICA C,191(1992)174",1992.0
8284,"H.Yasuoka, I.Kakeya, J.Suzuki, K.Kadowaki, T.Mochiku, Y.Hata, Y.Mihara, e.Kita,",Redistribution of Fe ion and superconductivity of FeSr2YCu2O6+y system,"Physica C, 417(2004)17",2004.0
8287,"A.Gupta, A.V.Narlikar, D.Buddhikot, H.Kishan, M.A.Ansari, R.B.Saxena, R.Rawat, S.K.Malik, V.Ganesan, V.P.S.Awana,",Induction of superconductivity in Y0.4Pr0.6Ba2-xSrxCu3O7 system with increasing Sr substitution,"Physica C, 417(2004)33",2004.0
8289,"G.Liu, J.Du, J.Gao, J.S.Liu, S.S.Jiang, S.Xu, X.S.Wu,",Structure and spin gap in YBa2Cu3-xGdxO7-z superconductors,"Physica C, 417(2004)63",2004.0
8296,"H.Yamauchi, M.Karppinen, T.Motohashi, T.Nagai, T.Watanabe, Y.Matsui,","High-Tc superconductivity in three-fluorite-layer copper oxides. I. (Hg,W?)Sr2?(Ce,Eu?)3Cu2O11+z","Phys.Rev.B, 70(2004)174514",2004.0
8299,"H.Yamauchi, M.Karppinen, T.Nagai, Y.Matsui, Y.Morita,","High-Tc superconductivity in three-fluorite-layer copper oxides. II. (Cu,Mo)Sr2(Ce,Y)3Cu2O11+z","Phys.Rev.B, 70(2004)174515",2004.0
8306,"E.Walker, G.van Tendeloo, N.Clayton, N.Musolino, R.Flukiger, S.Bals,","Modulation-free phase in heavily Pb-doped (Bi,Pb)2212 crystals","Physica C, 399(2003)1",2003.0
8309,"C.Kendziora, Ho-Kwang Mao, R.J.Hemley, V.V.Struzhkin, Xiao-Jia Chen,",High-pressure phase diagram of Bi2Sr2CaCu2O8+z single crystals,"Phys.Rev.B, 70(2004)214502",2004.0
8312,"B.Keszei, L.Forro, V.Ilakovac,",High-pressure study of Bi2Sr2CaCu2O8 single crystals,"Phys.Rev.B, 41(1990)9551",1990.0
8313,"Fang Zhou, Hai-Hu Wen, Jiwu Xiong, S.Komiya, Tao Xiang, Wenxing Ti, Xuefeng Sun, Y.Ando, Zhi-Yong Liu,",Electronic specific heat and low-energy quasiparticle excitations in the superconducting state of La2?xSrxCuO4 single crystals,"Phys.Rev.B, 70(2004)214505",2004.0
8319,"A.Hu, C.Xu, I.Hirabayashi, M.Izumi, N.Sakai,","Solubility and superconductivity of Gd1+xBa2 xCu3O7-z compounds (x = -0.1, 0, 0.05, 0.1, 0.15 and 0.2)","Physica C, 417(2005)77",2005.0
8320,"C.Chi, C.Jing, F.Liu, J.Zhang, L.Li, S.Cao, W.Li,","Local electronic structure, O?T phase transition and oxygen content in Y0.8Ca0.2Ba2Cu3Oy (y = 6.84 - 6.32) high-Tc superconductors","Physica C, 418(2005)43",2005.0
8330,"S.Wakimoto, R.J.Birgeneau, A.Kagedan, Hyunkyung Kim, I.Swainson, K.Yamada, H.Zhang,",Magnetic properties of the overdoped superconductor La2?xSrxCuO4 with and without Zn impurities,"Phys.Rev.B, 72(2005)064521",2005.0
8336,"G.C.Kim, M.Cheon, H.Kim, Y.C.Kim, D.Y.Jeong,","Hole concentration dependence of penetration depth and upper critical field in Bi2Sr2(Ca,Y)Cu2O8+z extracted from reversible magnetization","Phys.Rev.B, 72(2005)064525",2005.0
8342,,Pressure effect on the in-plane magnetic penetration depth in YBa2Cu4O8,,2005.0
8343,"C.Y.Yang, B.C.Chang, H.C.Ku, Y.Y.Hsu,",Critical fields and the spontaneous vortex state in the weakly ferromagnetic superconductor RuSr2GdCu2O8,"Phys.Rev.B, 72(2005)174508",2005.0
